time_s,NTP,NXP,nt,A,T,AT,a,CP,C,TLcat,D_nt,D_TLcat,V_TX,V_nt_deg,V_RS,V_TL,V_TL_deg,V_EN,mRNA,protein,diag_tau_M,diag_tau_A,diag_tau_NTP,diag_tau_T,diag_tau_slow_state,diag_epsilon_state,diag_dh_dt,diag_tau_slow_track,diag_epsilon_track
100,1497.2741575569,1.76746583696599,9.09982066623749,297.573314430733,0.84607913422435,1.05392086577565,0.0533515596043413,19953.1270513325,46.872948667527,2.15945820748354,0.0360832692008275,0.040541792516458,0.0913560929331227,0.000720705796766009,0.317923488786961,0.00137697833703536,0.000401659226591939,0.335174842664668,0.0127448468714811,0.000224166216824963,0.000587421700365343,18872.4652679581,78065.3372146422,276.104765381155,276.104765381155,2.12753191548296e-06,1.00643160278634e-06,158977.519741069,3.69499852131354e-09
110,1497.08047286907,1.62864664835695,10.00581272758,297.420555420069,0.779983576249771,1.12001642375023,0.0681361060546021,19949.9034828377,50.0965171623175,2.15544534833354,0.0436491477784552,0.0445546516664606,0.0913554934629084,0.000792460368024338,0.293433829084705,0.00158052987398676,0.000400912834790038,0.309879176667567,0.0140137433159384,0.000286286159893286,0.000588494303276104,20447.5401446232,76852.9184573854,299.465519959386,299.465519959386,1.96514878693185e-06,9.21674363793224e-07,173597.103581689,3.39000070354962e-09
120,1496.88388674605,1.50143924152314,10.9110814886587,297.279570792416,0.719051911586657,1.18094808841334,0.0849720846062012,19946.9229109207,53.0770890793093,2.15143994616441,0.0519322856099789,0.0485600538355864,0.0913548848619226,0.000864157653901768,0.270803303596029,0.00178706709507044,0.000400167829986581,0.286550899406295,0.0152816267348161,0.000357025565572274,0.00058948695729559,22156.3028232129,75775.3492467289,324.887453399819,324.887453399819,1.81443435604189e-06,8.42728009009227e-07,189859.596796964,3.10485731161638e-09
130,1496.68464345833,1.38486662200952,11.8156274346342,297.149464270236,0.662894982122518,1.23710501787748,0.103883772848732,19944.1663844811,55.8336155189009,2.14744198711907,0.0609321100332437,0.0525580128809285,0.0913542678799,0.000935797692823028,0.249900125061852,0.00199550791149553,0.000399424209604147,0.265047043305852,0.0165484978076109,0.00043648644054089,0.00059040517292337,24009.5918259943,74814.4923611379,352.554950386386,352.554950386386,1.67464723520776e-06,7.69264169455601e-07,207990.968971336,2.83860965619491e-09
140,1496.48296583235,1.27803756439248,12.7194510574433,297.029403437105,0.611151180901687,1.28884881909832,0.124885579318353,19941.6163351479,58.3836648520851,2.14345145736617,0.0706480487730695,0.0565485426338301,0.0913536432008174,0.00100738052374951,0.230600587355572,0.0022049547547996,0.000398681971070107,0.245233954447762,0.01781435722331,0.000524729324867028,0.000591254146533952,26019.0143867604,73955.2110509663,382.669313790129,382.669313790129,1.54507854491364e-06,7.00962208022053e-07,228257.669484752,2.59029257535396e-09
150,1496.27905729582,1.18013843160454,13.6225528551682,296.918615772642,0.563484764740515,1.33651523525949,0.147983725156311,19939.2564864342,60.7435135658008,2.13946834310007,0.0810795299463627,0.0605316568999319,0.0913530114491698,0.00107890618612932,0.212788759564098,0.00241466299739086,0.000397941111816612,0.226986832889652,0.0190792056795073,0.000621780357799628,0.000592038768224542,28196.9781312282,73184.7759386512,415.450387791858,415.450387791858,1.42505287182728e-06,6.37510956422302e-07,250976.078745245,2.35894500856193e-09
160,1496.0731037035,1.09042587246002,14.5249333314653,296.816384845674,0.519584229451561,1.38041577054844,0.173177641240266,19937.0717675035,62.9282324964891,2.13549263054078,0.0922259820667545,0.0645073694592201,0.0913523731955716,0.00115037471985205,0.196356160195773,0.0026240153778816,0.000397201629280585,0.210189272154514,0.0203430438816041,0.000727637148068346,0.000592763631241693,30556.7189438713,72492.4043731779,451.138349199387,451.138349199387,1.31392871453655e-06,5.78610043892135e-07,276524.753914966,2.14361869181511e-09
170,1495.8652749669,1.00822030328658,15.4265929950481,296.722046673816,0.479160752400923,1.42083924759908,0.20046113406251,19935.0482315115,64.9517684884586,2.13152430593392,0.104086834048807,0.0684756940660736,0.0913517289617551,0.00122178616520781,0.18120141832111,0.00283250114107495,0.00039646352090371,0.194732805362493,0.0216058725420841,0.000842273672531555,0.000593433042610244,33112.3235987446,71868.9017493314,489.995686366048,489.995686366048,1.21109850376708e-06,5.23970878358336e-07,305360.482058276,1.94338520364593e-09
180,1495.6557265127,0.932900074786043,16.3275323592169,296.634986254551,0.44194670551018,1.45805329448982,0.229823362384388,19933.1729784411,66.8270215588989,2.12756335555068,0.116661515211829,0.0724366444493124,0.091351079225042,0.00129314056284997,0.167229927410531,0.00303969891130577,0.000395726784132427,0.180516460842375,0.0228676923798555,0.000965644379766335,0.000594051034639645,35878.7454668369,71306.3797840917,532.30938770764,532.30938770764,1.11598827365772e-06,4.73317330435972e-07,338039.597773917,1.75734156161477e-09
190,1495.44460059137,0.863896237793296,17.2277519414319,296.554634270148,0.407694240459115,1.49230575954089,0.261249658099595,19931.4340823246,68.5659176753863,2.12360976568775,0.129949455283337,0.0763902343122442,0.0913504244223548,0.00136443795376141,0.154353496690668,0.00324526254581336,0.000394991416417922,0.167446329147904,0.0241285041196525,0.00109768763907393,0.000594621377030405,38871.8113203766,70798.0331407549,578.393364826281,578.393364826281,1.02805705111952e-06,4.26386165090046e-07,375246.696773594,1.58461455395348e-09
200,1495.23202745443,0.800687834938064,18.1272522629245,296.480463966732,0.376173946797926,1.52382605320208,0.294722217997868,19929.8205227336,70.1794772663511,2.11966352266728,0.143950084402196,0.0803364773327126,0.0913497649538249,0.00143567837922362,0.142490004027599,0.00344890938466842,0.000394257415216115,0.155435143146778,0.0253883084914909,0.00123832864704986,0.000595147589345221,42108.2169303466,70337.9607449141,628.591138644661,628.591138644661,9.46796021700926e-07,3.8292726130162e-07,417833.923487554,1.42436397786392e-09
210,1495.0181264157,0.742797655732662,19.0260338483428,296.411988205779,0.347173582690263,1.55282641730974,0.330220688115273,19928.3221203951,71.6778796048612,2.11572461283685,0.158662833121459,0.0842753871631438,0.0913491011860448,0.00150686188078875,0.131563053576191,0.00365041044177608,0.000393524777987655,0.144401872496003,0.0266471062301721,0.00138748188283728,0.0005956329536491,45605.5088180611,69921.0216366394,683.278821063507,683.278821063507,8.71727522187812e-07,3.42703655509516e-07,466875.673567355,1.27578494098423e-09
220,1494.80300681004,0.689788401993381,19.9240972254289,296.348756685088,0.320496877390225,1.57950312260978,0.367722658132859,19926.9294767875,73.0705232124549,2.1117930225694,0.174087132410947,0.0882069774305942,0.0913484334550052,0.00157798850025397,0.121501640829907,0.00384958217836922,0.000392793502197909,0.134271333610865,0.0279048980748304,0.00154505318543218,0.000596080527154961,49382.0491560238,69542.7177776174,742.868429177781,742.868429177781,8.02403903225114e-07,3.05491440598003e-07,523746.261717834,1.13810936845616e-09
230,1494.58676886096,0.641259217754881,20.8214429247236,296.290353324914,0.295962403882025,1.60403759611798,0.407204080235671,19925.6339175556,74.3660824443791,2.1078687382632,0.190222413659579,0.0921312617367975,0.091347762068753,0.00164905827963811,0.112239827108099,0.00404627957485251,0.000392063585316955,0.124973815928307,0.0291616847685205,0.00171094151359526,0.000596493154742708,53456.9604621851,69199.0980824979,807.811574651836,807.811574651836,7.38406298523012e-07,2.7107954814499e-07,590232.649769736,1.0106068428702e-09
240,1494.36950446701,0.596842543973999,21.7180714792977,296.236393814157,0.273402519726435,1.62659748027357,0.44863962421247,19924.4274395788,75.5725604212475,2.10395174634179,0.207068108677482,0.0960482536582114,0.0913470873098005,0.00172007126116038,0.103716425058809,0.0042403902740635,0.000391335024819572,0.116444725001771,0.0304174670578399,0.00188504043786752,0.000596873481244804,57850.0463798087,68886.679275583,878.603577124115,878.603577124115,6.79343331606408e-07,2.39269438049574e-07,668702.201602739,8.92584890275856e-10
250,1494.15129791551,0.556201263755221,22.6139834245053,296.186523310813,0.252662373801777,1.64733762619823,0.492002978563161,19923.3026615229,76.6973384770526,2.10004203325393,0.224623649697895,0.0999579667460652,0.0913464094373115,0.00179102748722082,0.0958746963363045,0.0044318296135762,0.000390607818185231,0.1086242427833,0.0316722456925844,0.00206723940572757,0.000597223963414182,62581.6845244913,68602.3802268317,955.788057968621,955.788057968621,6.24849785927948e-07,2.09874716381747e-07,762359.576981973,7.83388812112088e-10
260,1493.93222653127,0.519026107794163,23.5091792977589,296.140414290359,0.233598976369646,1.66640102363036,0.537267105752412,19922.2527777035,77.7472222964595,2.09613958547359,0.242888469378886,0.103860414526406,0.0913457286890884,0.00186192700038251,0.0886620622595037,0.00462053639954549,0.000389881962898088,0.10145700516855,0.0329260214254327,0.00225742481408576,0.000597546881509884,67672.6871346472,68343.4671176459,1039.96207952766,1039.96207952766,5.74585259667624e-07,1.82720699178948e-07,875653.391865053,6.82401149885538e-10
270,1493.71236126677,0.485033293765696,24.4036596383237,296.097764535445,0.216080329725334,1.68391967027467,0.584404458399801,19921.2715150859,78.7284849140684,2.09224438949985,0.261862000804901,0.107755610500147,0.0913450452833797,0.00193276984335524,0.0820298279644865,0.00480646930205365,0.000389157456446972,0.0948917967679769,0.0341787950116579,0.00245548091764622,0.000597844350452307,73144.1251174844,68107.507408585,1131.7819052918,1131.7819052918,5.28232822646313e-07,1.57643937300582e-07,1014945.46977043,5.89040858113818e-10
280,1493.49176723977,0.453962376306902,25.2974249871286,296.058295260092,0.199984616609125,1.70001538339088,0.633387162109017,19920.353093254,79.6469067460005,2.08835643185689,0.281543677488154,0.11164356814311,0.0913443594205272,0.00200355605898059,0.075932920329405,0.0049896037736503,0.000388434296325381,0.0888812626748035,0.0354305672088636,0.00266129059709671,0.000598118330513484,79017.1110760831,67892.3309743667,1231.96946862939,1231.96946862939,4.85497689467021e-07,1.34491715018049e-07,1189664.3594628,5.02762250340567e-10
290,1493.27050422325,0.425574287031602,26.1904758865936,296.021749361446,0.185199443450913,1.71480055654909,0.684187169760649,19919.4921871765,80.5078128235085,2.08447569909392,0.301932933369875,0.115524300906079,0.0913436712844666,0.00207428569021821,0.070329639731214,0.00516992941025099,0.000387712480031469,0.0833816368935638,0.0366813387767418,0.00287473600739768,0.000598370637520334,85312.5371170804,67695.9971332613,1341.31965242764,1341.31965242764,4.46105919970194e-07,1.13121532884616e-07,1414407.99041506,4.23053773434031e-10
300,1493.0486270926,0.399649546294443,27.0828128804718,295.987889792231,0.171621135565694,1.72837886443431,0.736776391337423,19918.6838926083,81.316107391696,2.08060217778516,0.323029202821432,0.119397822214841,0.0913429810440972,0.00214495878013337,0.0651814255524128,0.00534744768739277,0.000386992005068039,0.0783524869848143,0.0379311104768513,0.00309569912326648,0.000598602952557562,92050.7636822923,67516.7665332982,1460.70849905996,1460.70849905996,4.09803155758178e-07,9.34005836195333e-08,1713051.39432275,3.49436657032825e-10
310,1492.8261862338,0.375986630455767,27.9744365137042,295.956498047039,0.159154081382388,1.74084591861762,0.7911268027556,19917.9236939658,82.0763060342213,2.07673585452976,0.344831920645323,0.123264145470233,0.0913422888545328,0.00221557537188537,0.060452635203981,0.00552217001622305,0.000386272868942536,0.0737564744072005,0.0391798830724149,0.0033240621964521,0.000598816831165815,99251.2564548191,67353.0770791949,1591.10249114508,1591.10249114508,3.76353399292876e-07,7.52052280906694e-08,2127511.66457603,2.81463477327231e-10
320,1492.60322791638,0.354400480108979,28.8653473322867,295.92737275581,0.147710122889493,1.75228987711051,0.847210536655744,19917.2074345231,82.7925654769417,2.07287671595181,0.367340522076064,0.127123284048191,0.0913415948582443,0.00228613550871711,0.0561103363476196,0.00569411607263057,0.000385555069167036,0.0695591299710406,0.0404276573281327,0.00355970813720901,0.000599013712036345,106932.169553007,67203.5232215216,1733.56906811513,1733.56906811513,3.45537840432073e-07,5.84204771292803e-08,2738765.71815618,2.18716667900903e-10
330,1492.37979463444,0.33472113629429,29.7555458831485,295.90032837797,0.137207989503295,1.76279201049671,0.904999957686376,19916.5312887804,83.4687112196134,2.0690247487002,0.39055444278098,0.130975251299795,0.0913408991861045,0.00235663923394536,0.0521241119031667,0.0058633123604933,0.000384838603258238,0.0657286437813243,0.0416744340100119,0.00380252083061502,0.000599194925209378,115109.874891422,67066.838073776,1889.28857399833,1889.28857399833,3.17153733662451e-07,4.29394836891537e-08,3726174.286544,1.60807004485323e-10
340,1492.15592541852,0.316792493024148,30.6450327140397,295.875193990982,0.127572772699044,1.77242722730096,0.964467724449881,19915.8917368638,84.1082631361696,2.06517993944868,0.414473118860893,0.134820060551315,0.091340201958344,0.00242708659095194,0.0484658773862707,0.00602979097603309,0.000384123468737455,0.0622356690120031,0.0429202138852097,0.00405238539684824,0.000599361699786766,123798.439718322,66941.8779033588,2059.56786766546,2059.56786766546,2.91013328182358e-07,2.86630488836307e-08,5582099.81951274,1.07372085624776e-10
350,1491.93165612102,0.300471155647838,31.5338083734294,295.851812167228,0.118735438795648,1.78126456120436,1.02558683998049,19915.2855408203,84.7144591796939,2.06134227489574,0.439095986850737,0.138657725104257,0.0913395032854262,0.00249747762317561,0.0451097100608673,0.00619358854542509,0.000383409663130608,0.0590531388414264,0.0441649977218899,0.00430918840327935,0.000599515171173396,133009.057072293,66827.608639276,2245.8558714624,2245.8558714624,2.66942851850515e-07,1.54991445415646e-08,10323150.3887793,5.80748268304833e-11
360,1491.70701967757,0.285625395599239,32.4218734104111,295.830037933493,0.110632377441038,1.78936762255897,1.08833069236359,19914.7097226808,85.2902773192039,2.05751174176459,0.464422483720085,0.142488258235408,0.0913388032688482,0.00256781237410456,0.0420316893815931,0.00635474531187828,0.000382697183968213,0.0561560958676167,0.0454087862890912,0.00457281803514112,0.000599656387863426,142749.437109898,66723.0940859114,2449.76138733226,2449.76138733226,2.44781549323234e-07,3.36245424231308e-09,47584290.66084,1.26019822831345e-11
370,1491.48204634637,0.272134193028935,33.3092283746164,295.80973780751,0.103204983416287,1.79679501658372,1.15267308688694,19914.1615441695,85.8384558304828,2.05368832680311,0.490452046873611,0.146311673196886,0.0913381020018749,0.00263809088726962,0.0392097481688503,0.00651330435198385,0.000381986028785379,0.0535215333308498,0.0466515803566056,0.00484316423061741,0.000599786317789834,153023.171027831,66627.4856009972,2673.07357612129,2673.07357612129,2.24380773932958e-07,-7.82606583675868e-09,20444499.6167151,2.93372950688144e-11
380,1491.25676392754,0.259886359563604,34.1958738161357,295.790788906346,0.0963992695198163,1.80360073048019,1.21858827093056,19913.6384879447,86.3615120553167,2.04987201678382,0.517184114151484,0.15012798321618,0.0913373995702114,0.00270831320623795,0.036623533962494,0.00666931090397661,0.00038127619512179,0.0511282474646029,0.0478933806948679,0.00512011878542254,0.000599905854256443,163829.083401531,66540.0130188569,2917.78557665337,2917.78557665337,2.05603132408558e-07,-1.81396054182283e-08,8820478.52260436,6.80128467768564e-11
390,1491.03119796411,0.248779734290498,35.0818102854455,295.773078121694,0.0901655084037891,1.80983449159621,1.28605095263265,19913.138240263,86.8617597370333,2.0460627985038,0.544618123829704,0.153937201496199,0.0913366960526196,0.00277847937460728,0.0342542799982545,0.00682281179301509,0.000380567680521706,0.0489567003344658,0.0491341880748536,0.00540357543122963,0.00060001582147245,175160.59307933,66459.9766543804,3186.12184175058,3186.12184175058,1.88321681113983e-07,-2.76458975051012e-08,5787477.14630994,1.03674849386665e-10
400,1490.80537192637,0.238720446556742,35.9670383333414,295.756501357376,0.0844579013443018,1.8155420986557,1.35503631424229,19912.6586749657,87.3413250343324,2.04226065878467,0.572753514620375,0.157739341215321,0.0913359915214839,0.00284858943600064,0.032084685254901,0.00697385494066945,0.00037986048253395,0.0469888925117485,0.0503740032679851,0.00569342989177432,0.000600116979709911,187005.107026375,66386.7402301377,3480.56989379862,3480.56989379862,1.72419172153143e-07,-3.64075945577991e-08,4394687.48054725,1.36555098028309e-10
410,1490.57930738088,0.229622239913667,36.8515585108768,295.740962824673,0.0792342720535606,1.82076572794644,1.42552002093918,19912.1978386916,87.8021613084403,2.03846558447257,0.60158972567194,0.16153441552743,0.0913352860433293,0.00291864343406144,0.0300988030359454,0.00712248894752659,0.000379154598711897,0.0452082449807286,0.051612827046046,0.00598957991991253,0.000600210030104512,199343.475314763,66319.7246115931,3803.91735870523,3803.91735870523,1.57787347490853e-07,-4.44826235956916e-08,3596910.1430316,1.66868230296861e-10
420,1490.35302414554,0.221405851937843,37.7353713693066,295.726374391335,0.0744557837515233,1.82554421624848,1.49747822580521,19911.7539372271,88.2460627729079,2.03467756243802,0.631126196569359,0.165322437561971,0.0913345796792978,0.00298864141244908,0.0282819375635812,0.00726876273931607,0.000378450026613473,0.0435994896785519,0.0528506601811017,0.0062919253185093,0.000600295619119815,212149.538429305,66258.4022379708,4159.29533404321,4159.29533404321,1.44326279070997e-07,-5.19245205934145e-08,3081395.8062868,1.94812888982021e-10
430,1490.12654043185,0.213998445206547,38.6184774600353,295.712654980402,0.0700866778182421,1.82991332218176,1.57088757154003,19911.3253229102,88.6746770897746,2.03089657957601,0.661362367334248,0.169103420423986,0.0913338724855846,0.0030585834148348,0.026620548078382,0.00741272526824627,0.000377746763801138,0.0421485681070732,0.0540875034454276,0.00660036794764719,0.000600374342694873,225389.799726627,66202.292164306,4550.22939684139,4550.22939684139,1.31943752794448e-07,-5.87827446907354e-08,2721887.19396795,2.2057282315938e-10
