time_s,NTP,NXP,nt,A,T,AT,a,CP,C,TLcat,D_nt,D_TLcat,V_TX,V_nt_deg,V_RS,V_TL,V_TL_deg,V_EN,mRNA,protein,diag_tau_M,diag_tau_A,diag_tau_NTP,diag_tau_T,diag_tau_slow_state,diag_epsilon_state,diag_dh_dt,diag_tau_slow_track,diag_epsilon_track
0,1500,0,0,300,1.9,0,0,20000,0,2.2,0,0,0.0100945811406628,0,0.700722753424377,0,0.0004092,0,0,0,0.000570839177185601,8562.587657784,8440.98716820333,124.728360215054,124.728360215054,4.5766590389016e-06,1.41901834510376e-06,112754.003887314,5.06269540331441e-09
10,1499.21862265331,3.02456531116776,0.100904112127011,299.662962133288,1.75346199622357,0.146538003776431,9.16051020767775e-06,19996.2837896559,3.7162103440787,2.19591180320165,3.99634685861003e-05,0.00408819679835047,0.010094314758224,7.99160568045924e-06,0.648169102081987,2.69795820154746e-06,0.000408439595395507,0.556819312515313,0.000141322285892172,3.84895386877216e-08,0.000573096289922077,9256.84359332679,59142.7260432918,134.841916279432,134.841916279432,4.25013457042878e-06,2.03244541332756e-06,78722.9014618627,7.27991828654479e-09
20,1499.12104611937,3.31392853196075,0.201727179803709,299.351176346538,1.61790426945373,0.282095730546272,6.94640819183602e-05,19990.3373165346,9.66268346541352,2.19183120338196,0.000159810750890653,0.00816879661803637,0.0100942814745065,1.59767926404537e-05,0.599579464187917,1.00561099396692e-05,0.000407680603829045,0.606013218717434,0.000282531064150853,2.91865890413278e-07,0.000575188142653748,10007.0138461572,1630151.6479165,145.771279892641,145.771279892641,3.94582624970686e-06,2.00904459580201e-06,79639.8448965878,7.22236643479943e-09
30,1499.13834594534,3.14378639482027,0.302470345605941,299.062805202345,1.49252884309571,0.407471156904286,0.000222735458337318,19984.3994449709,15.6005550291519,2.1877581864237,0.000359478232831295,0.0122418135763049,0.0100942873758412,2.39556513719905e-05,0.554459919043231,2.11564898098824e-05,0.000406923022674807,0.577165056505556,0.000423627935022326,9.35863270324865e-07,0.000577134418830515,10821.3412618779,477382.52662061,157.63688598807,157.63688598807,3.66116353550776e-06,1.89082288316194e-06,84619.242460425,6.8203685361569e-09
40,1499.17245495925,2.90640740800821,0.40313385224721,298.796180589896,1.37661118345472,0.523388816545278,0.000502640940738171,19978.8290139241,21.1709860758968,2.18369273823583,0.000638902749334955,0.0163072617641696,0.010094299010765,3.1928201097979e-05,0.512556541298627,3.52758236783719e-05,0.000406166849311865,0.536535418308614,0.000564613238441471,2.11193672579064e-06,0.000578945279881735,11706.0256119222,434341.143354641,170.529509480952,170.529509480952,3.39498589800613e-06,1.76162157334099e-06,90825.4090556766,6.37426559264752e-09
50,1499.20540437481,2.67366669843414,0.503717781076088,298.549747476594,1.26947578070671,0.63052421929329,0.000936380577169385,19973.6667434693,26.3332565307887,2.17963484475354,0.000998021246428536,0.0203651552464591,0.010094310249661,3.98944482612262e-05,0.473660712292247,5.18374610676069e-05,0.000405412081124159,0.496261118605375,0.00070548708834186,3.93437217298061e-06,0.000580629053244135,12667.2950580247,483776.508766013,184.540460799334,184.540460799334,3.14635094509437e-06,1.63683876974893e-06,97749.3953326519,5.93997590745386e-09
60,1499.23421476231,2.45748199554468,0.60422218448736,298.322050919102,1.17049052947895,0.729509470521047,0.00154597393518138,19968.8954084298,31.104591570229,2.17558449193814,0.00143677071987201,0.0244155080618657,0.010094320076369,4.78543970113989e-05,0.437578958333763,7.03771150042101e-05,0.000404658715500493,0.458456385463592,0.000846249558105546,6.4956888032831e-06,0.000582193498593401,13711.8110588479,563785.104622473,199.767510288671,199.767510288671,2.91435528105703e-06,1.51913344285751e-06,105323.203009104,5.52768508704657e-09
70,1499.25867792752,2.25868609103864,0.704647110689222,298.111730128652,1.07906417011167,0.820935829888327,0.00234925203140694,19964.4885901601,35.5114098399187,2.17154166577701,0.00195508820466794,0.0284583342229941,0.0100943284200358,5.58080511665864e-05,0.404127847315619,9.05177849123097e-05,0.000403906749834523,0.423351255931709,0.000986900715251012,9.87080685465103e-06,0.000583646029393645,14846.7868271251,670537.55883307,216.316646042374,216.316646042374,2.69810964653786e-06,1.40873871353853e-06,113576.775070023,5.13877972881173e-09
80,1499.27906381297,2.07619922916787,0.804992608196623,297.917513719292,0.994644239528623,0.905355760471376,0.00336063242025426,19960.4197523503,39.5802476497762,2.16750635228359,0.00255291077401892,0.0324936477164097,0.0100943353728648,6.37554145691726e-05,0.373133152531827,0.000111951096055247,0.000403156181524748,0.390834244746043,0.00112744062772636,1.41203042867826e-05,0.000584993742541401,16080.0506716921,812693.772945516,234.303036030108,234.303036030108,2.49673991619224e-06,1.30542676875246e-06,122565.281967448,4.77291556916395e-09
90,1499.29570054692,1.90870891021494,0.905258726549249,297.738215154403,0.916715104781087,0.983284895218911,0.00459173181515011,19956.6638285347,43.3361714653004,2.16347853749731,0.00323017553994511,0.036521462502687,0.0100943410468716,7.16964911427006e-05,0.344429685695919,0.000134423215732952,0.0004024070079745,0.360740327443486,0.00126786936491492,1.92929908199585e-05,0.000586243415930187,17420.1012548529,1008834.99534238,253.851881000046,253.851881000046,2.30939165634971e-06,1.20888072801632e-06,132353.834660386,4.42936479652788e-09
