time_s,V_TX_uM_s,V_nt_deg_uM_s,V_RS_uM_s,V_TL_uM_s,V_TL_deg_uM_s,V_EN_uM_s,D_nt_uM,D_TLcat_uM
8520,0.0401047965538771,0.0197080739196633,0.00607706988893026,0.00606143647510615,8.38881223497816e-05,0.0182135111209138,93.3859936170597,1.74898858951731
8530,0.0401046444106526,0.0197242216683815,0.00606815445993224,0.00605253557740715,8.37322354620546e-05,0.0181867812945942,93.5831551057596,1.74982669106423
8540,0.0401044922475471,0.0197403565126883,0.00605924724920076,0.00604364292664957,8.35766382544392e-05,0.0181600761556832,93.7804780074158,1.75066323519119
8550,0.0401043400645567,0.0197564784627841,0.00605034827323705,0.00603475853903459,8.34213301886261e-05,0.0181333957533557,93.9779621930353,1.75149822479234
8560,0.0401041878616774,0.0197725875288615,0.00604145754838051,0.00602588243060151,8.32663107273055e-05,0.018106740136303,94.1756075337266,1.75233166275642
8570,0.0401040356389054,0.0197886837211046,0.00603257509074978,0.00601701461723098,8.31115793341964e-05,0.018080109352541,94.3734139007011,1.75316355196669
8580,0.0401038833962368,0.0198047670496898,0.00602370091621941,0.0060081551146469,8.29571354740576e-05,0.0180535034493337,94.5713811652725,1.75399389530077
8590,0.0401037311336677,0.0198208375247853,0.0060148350407569,0.0059993039384042,8.28029786125095e-05,0.0180269224742898,94.7695091988539,1.75482269563167
8600,0.040103578851194,0.0198368951565514,0.00600597748004716,0.0059904611039044,8.26491082162295e-05,0.0180003664741402,94.9677978729611,1.75564995582673
8610,0.040103426548812,0.01985293995514,0.00599712824961684,0.00598162662639169,8.24955237528857e-05,0.0179738354951424,95.1662470592116,1.75647567874793
8620,0.0401032742265177,0.0198689719306954,0.00598828736483531,0.00597280052095382,8.23422246911351e-05,0.0179473295830838,95.3648566293244,1.75729986725196
8630,0.0401031218843072,0.0198849910933537,0.00597945484091566,0.00596398280252297,8.2189210500621e-05,0.0179208487832842,95.5636264551196,1.75812252419021
8640,0.0401029695221765,0.0199009974532427,0.0059706306929157,0.00595517348587661,8.2036480651972e-05,0.0178943931405988,95.762556408519,1.75894365240876
8650,0.0401028171401218,0.0199169910204826,0.00596181493573895,0.00594637258563842,8.18840346167994e-05,0.0178679626994213,95.9616463615454,1.75976325474839
8660,0.0401026647381392,0.0199329718051854,0.00595300758413561,0.00593758011627909,8.17318718676955e-05,0.0178415575036866,96.1608961863227,1.76058133404465
8670,0.0401025123162247,0.0199489398174549,0.00594420865270357,0.00592879609211721,8.15799918782319e-05,0.0178151775968742,96.360305755076,1.76139789312779
8680,0.0401023598743744,0.0199648950673873,0.00593541815581539,0.00592002052732398,8.14283941230096e-05,0.0177888230218419,96.5598749401322,1.76221293482253
8690,0.0401022074125844,0.0199808375650703,0.00592663610770934,0.00591125343591935,8.12770780775933e-05,0.0177624938210344,96.7596036139191,1.76302646194843
8700,0.0401020549308508,0.0199967673205841,0.00591786252259069,0.00590249483176767,8.11260432184395e-05,0.0177361900367145,96.9594916489637,1.76383847732022
8710,0.0401019024291697,0.0200126843440007,0.0059090974144447,0.00589374472858831,8.09752890230264e-05,0.0177099117105378,97.1595389178945,1.76464898374717
8720,0.0401017499075372,0.020028588645384,0.00590034079710795,0.0058850031399528,8.08248149698028e-05,0.0176836588837158,97.3597452934409,1.76545798403332
8730,0.0401015973659493,0.0200444802347903,0.00589159268426933,0.00587627007928571,8.06746205381863e-05,0.0176574315970191,97.5601106484328,1.7662654809775
8740,0.0401014448044022,0.0200603591222675,0.00588285308947096,0.00586754555986542,8.05247052085609e-05,0.0176312298907797,97.7606348558007,1.76707147737333
8750,0.0401012922228918,0.0200762253178559,0.00587412202610912,0.005858829594825,8.03750684622758e-05,0.0176050538048944,97.9613177885753,1.76787597600927
8760,0.0401011396214144,0.0200920788315876,0.0058653995074352,0.005850122197153,8.02257097816431e-05,0.017578903378827,98.1621593198879,1.76867897966859
8770,0.040100986999966,0.0201079196734869,0.00585668554655664,0.00584142337969427,8.00766286499359e-05,0.0175527786516117,98.36315932297,1.76948049112938
8780,0.0401008343585426,0.0201237478535701,0.00584798015643786,0.00583273315515074,7.99278245513868e-05,0.0175266796618556,98.5643176711531,1.77028051316459
8790,0.0401006816971404,0.0201395633818454,0.00583928334980683,0.00582405153608778,7.97792969712601e-05,0.0175006064474213,98.7656342378705,1.77107904854162
8800,0.0401005290157555,0.0201553662683134,0.0058305951393391,0.0058153785349243,7.96310453957058e-05,0.017474559046051,98.9671088966539,1.77187610002309
8810,0.0401003763143838,0.0201711565229666,0.0058219155376081,0.00580671416393648,7.94830693117973e-05,0.0174485374951976,99.1687415211347,1.77267167036668
8820,0.0401002235930216,0.0201869341557896,0.00581324455700352,0.0057980584352634,7.9335368207595e-05,0.0174225418317473,99.3705319850445,1.77346576232476
8830,0.0401000708516649,0.0202026991767591,0.00580458220977559,0.0057894113609053,7.91879415721101e-05,0.0173965720921695,99.572480162215,1.77425837864457
8840,0.0400999180903098,0.0202184515958439,0.00579592850803594,0.00578077295272434,7.90407888953028e-05,0.0173706283125191,99.7745859265773,1.77504952206827
8850,0.0400997653089523,0.020234191423005,0.00578728346375851,0.0057721432224454,7.88939096680805e-05,0.0173447105284399,99.9768491521625,1.7758391953329
8860,0.0400996125075885,0.0202499186681954,0.00577864708878044,0.00576352218165685,7.87473033822958e-05,0.0173188187751663,100.179269713101,1.77662740117046
8870,0.0400994596862146,0.0202656333413601,0.00577001939480295,0.00575490984181134,7.8600969530745e-05,0.0172929530875269,100.381847483623,1.77741414230783
8880,0.0400993068448266,0.0202813354524365,0.00576140039339226,0.00574630621422653,7.84549076071659e-05,0.0172671134999465,100.584582338057,1.77819942146685
8890,0.0400991539834206,0.020297025011354,0.00575279009598046,0.00573771131008589,7.83091171062361e-05,0.0172413000464489,100.787474150832,1.77898324136432
8900,0.0400990011019927,0.020312702028034,0.00574418851370753,0.00572912514044752,7.81635975236803e-05,0.0172155127601956,100.990522796479,1.7797656047114
8910,0.0400988482005389,0.0203283665123901,0.00573559565779985,0.00572054771622571,7.80183483560093e-05,0.0171897516745916,101.193728149622,1.78054651421501
8920,0.0400986952790554,0.0203440184743283,0.00572701153930902,0.00571197904820499,7.78733691006979e-05,0.0171640168225223,101.39709008499,1.7813259725769
8930,0.0400985423375382,0.0203596579237464,0.00571843616912589,0.00570341914704024,7.77286592561741e-05,0.0171383082363944,101.600608477405,1.78210398249369
8940,0.0400983893759834,0.0203752848705347,0.00570986955801042,0.00569486802325596,7.75842183217975e-05,0.0171126259482238,101.804283201794,1.78288054665701
8950,0.040098236394387,0.0203908993245755,0.0057013117165925,0.00568632568724698,7.74400457978573e-05,0.0170869699896374,102.008114133178,1.78365566775346
8960,0.0400980833927452,0.0204065012957431,0.00569276265537287,0.00567779214927921,7.72961411855706e-05,0.0170613403918758,102.212101146681,1.78442934846468
8970,0.0400979303710541,0.0204220907939044,0.00568422238472387,0.00566926741949039,7.71525039870807e-05,0.0170357371857964,102.416244117521,1.78520159146731
8980,0.0400977773293097,0.020437667828918,0.00567569091489038,0.0056607515078908,7.70091337054552e-05,0.0170101604018751,102.620542921019,1.78597239943304
8990,0.0400976242675081,0.0204532324106351,0.0056671682559906,0.00565224442436396,7.6866029844684e-05,0.0169846100702094,102.824997432591,1.78674177502858
9000,0.0400974711856454,0.0204687845488989,0.00565865441801691,0.00564374617866741,7.67231919096779e-05,0.0169590862205205,103.029607527755,1.78750972091571
9010,0.0400973180837176,0.0204843242535448,0.00565014941077376,0.0056352567804363,7.6580619406306e-05,0.0169335888819699,103.234373082126,1.78827623975105
9020,0.0400971649617209,0.0204998515344002,0.00564165324385156,0.00562677623918541,7.64383118414107e-05,0.0169081180830815,103.439293971417,1.78904133418597
9030,0.0400970118196513,0.0205153664012852,0.00563316592698981,0.00561830456429291,7.62962687225793e-05,0.0168826738528174,103.644370071439,1.78980500686786
9040,0.0400968586575049,0.0205308688640119,0.00562468746966949,0.00560984176502015,7.61544895583977e-05,0.0168572562193706,103.849601258101,1.79056726043873
9050,0.0400967054752778,0.0205463589323845,0.00561621788124848,0.00560138785050606,7.60129738583644e-05,0.0168318652105661,104.05498740741,1.79132809753568
9060,0.040096552272966,0.0205618366161996,0.00560775717096231,0.00559294282976787,7.5871721132889e-05,0.0168065008538633,104.260528395472,1.79208752079092
9070,0.0400963990505657,0.020577301925246,0.005599305347925,0.00558450671170178,7.573073089329e-05,0.0167811631763584,104.466224098491,1.79284553283178
9080,0.0400962458080728,0.0205927548693047,0.00559086242112981,0.00557607950508368,7.55900026517935e-05,0.0167558522047864,104.672074392766,1.79360213628068
