time_s,NTP,NXP,nt,A,T,AT,a,CP,C,TLcat,M,D_nt,D_TLcat,V_TX,V_nt_deg,V_RS,V_TL,V_TL_deg,V_EN,mRNA,protein,diag_tau_M,diag_tau_A,diag_tau_NTP,diag_tau_T,diag_tau_slow_state,diag_epsilon_state,diag_dh_dt,diag_tau_slow_track,diag_epsilon_track
140,1498.27596480148,1.26431401619958,5.60052545831833,297.029344570321,0.609637662729027,1.29036233727097,0.0562466188821038,19941.7389066451,58.2610933549115,2.14345145736617,0.00819446017738799,0.0311068594043556,0.0565485426338302,0.040225315555299,0.000443561616298812,0.230300441392953,0.00100162443040259,0.000398681971070108,0.24268133404738,0.00784387319092203,0.000236330331437411,0.000591242305665782,26052.8369767154,201015.496872022,381.162018878947,381.162018878947,1.55115745111413e-06,7.73221900635528e-07,206926.368573488,2.85725937076892e-09
150,1498.2002616012,1.16486676170608,5.99818499097301,296.91872606991,0.561771171229455,1.33822882877055,0.0667506053468629,19939.4060888222,60.5939111777796,2.13946834310007,0.00820187294824731,0.0356999695967343,0.060531656899932,0.0402252125286055,0.000475056251285062,0.212410077753687,0.0010992342392396,0.000397941111816613,0.224132629116024,0.00840081931508824,0.000280464728348163,0.000592027527983524,28247.1528891414,195428.02804463,413.608684468786,413.608684468786,1.43137112496535e-06,7.10103419764511e-07,225319.292298381,2.62750482634894e-09
160,1498.12251431602,1.07359749955129,6.39552865794852,296.816704589852,0.517663751291856,1.38233624870815,0.0782320849198962,19937.2514338042,62.7485661957831,2.13549263054078,0.00820867739438958,0.0406079010414981,0.0645073694592201,0.0402251067097687,0.000506525869709523,0.19589510094847,0.00119707996539691,0.000397201629280585,0.207030260507768,0.00895732305034807,0.000328706239159228,0.000592753103977261,30628.5354564622,190568.397793592,448.900299852551,448.900299852551,1.32045602146392e-06,6.51508623930165e-07,245583.855874102,2.41364849439099e-09
170,1498.04289153444,0.989831858718611,6.79255668256103,296.72261792538,0.477027513526478,1.42297248647352,0.0906921972442842,19935.2610208892,64.7389791107963,2.13152430593393,0.00821491730769356,0.0458304036613231,0.0684756940660737,0.0402249983274587,0.000537970489258834,0.180654696570683,0.00129492476794907,0.00039646352090371,0.19126695355016,0.00951338470946923,0.000381059652286908,0.000593423325450758,33212.4228208979,186316.95697462,487.288755564014,487.288755564014,1.21780631848133e-06,5.97150525030246e-07,267939.143136307,2.21476906473822e-09
180,1497.96154756321,0.912952595794436,7.18926929013735,296.635852584575,0.439595700853548,1.46040429914645,0.104129914032617,19933.421965093,66.5780349070403,2.12756335555069,0.00822063367215787,0.0513672275565611,0.0724366444493124,0.0402248875909751,0.000569390127778878,0.166594770286927,0.00139257079613037,0.000395726784132428,0.176742769778046,0.0100690046080355,0.000437520647195871,0.000594042210347996,36015.4181189054,182578.502608659,529.04864626133,529.04864626133,1.12284988260713e-06,5.46754621316135e-07,292635.843872433,2.02997077352887e-09
190,1497.87862370445,0.842394486597425,7.58566670782852,296.555840515179,0.405121273178812,1.49487872682119,0.118542397784917,19931.7223458595,68.277654140532,2.12360976568776,0.00822586479094428,0.0572181230067564,0.0763902343122443,0.0402247746919812,0.000600784803260019,0.153627600533756,0.00148985314255734,0.000394991416417923,0.163364694022529,0.0106241830641856,0.000498077301617299,0.000594613514909846,39055.3549562099,179276.328422276,574.47938791459,574.47938791459,1.03504760556918e-06,5.00059296666804e-07,319962.054633313,1.85838760033996e-09
200,1497.79424940689,0.777639721105782,7.98174916444007,296.482056004678,0.373375566203336,1.52662443379667,0.133925305319281,19930.1511398505,69.8488601494987,2.11966352266729,0.00823064641636579,0.0633828404720232,0.0803364773327127,0.0402246598060668,0.000632154533823654,0.141671493144227,0.00158663481289548,0.000394257415216116,0.151046231674127,0.0111789203983755,0.000562711366887734,0.000595140746168627,42351.3617310588,176347.934511991,623.907544620415,623.907544620415,9.53892529911159e-07,4.56816015786569e-07,350250.416952881,1.69918640310624e-09
210,1497.7085433058,0.718213744058055,8.37751689027717,296.414012751953,0.344147023831426,1.55585297616858,0.150273045244749,19928.6981577046,71.3018422954307,2.11572461283686,0.00823501188094969,0.069861130594293,0.0842753871631439,0.0402245430941586,0.000663499337709951,0.130650441043749,0.00168280251901643,0.000393524777987655,0.139707017991152,0.0117332169331613,0.000631399349767853,0.000595627174589686,45923.9234969038,173741.880151124,677.689387816769,677.689387816769,8.78908811761901e-07,4.16789349683703e-07,383886.968612375,1.55156914219486e-09
220,1497.62161416373,0.663681491641874,8.77297011700334,296.351261107272,0.317240002925504,1.5827599970745,0.16757899684398,19927.3539846357,72.646015364317,2.11179302256941,0.0082389922280344,0.076652744198446,0.0882069774305943,0.0402244247037975,0.000694819233266665,0.120493791513054,0.00177826314387,0.00039279350219791,0.129272440951542,0.0122870729930019,0.000704113432117564,0.000596075846703008,49794.9397609112,171415.439480852,736.213713577566,736.213713577566,8.09650561664262e-07,3.79756861829565e-07,421322.209239784,1.4147743309771e-09
230,1497.53356172319,0.613643981092907,9.16810907751151,296.293385476336,0.292473648686496,1.60752635131351,0.185835696449244,19926.1099247313,73.8900752686761,2.1078687382632,0.00824261634064736,0.0837574322933349,0.0921312617367976,0.0402243047702943,0.000726114238938912,0.111135922995894,0.00187294075773854,0.000392063585316956,0.11967327874569,0.0128404889040778,0.00078082225398842,0.000596489597596006,53987.7762737381,169332.830683791,799.904946851056,799.904946851056,7.45700598482577e-07,3.45508881721904e-07,463085.056461101,1.28807783640091e-09
