time_s,NTP,NXP,nt,A,T,AT,a,CP,C,TLcat,M,D_nt,D_TLcat,V_TX,V_nt_deg,V_RS,V_TL,V_TL_deg,V_EN,mRNA,protein,diag_tau_M,diag_tau_A,diag_tau_NTP,diag_tau_T,diag_tau_slow_state,diag_epsilon_state,diag_dh_dt,diag_tau_slow_track,diag_epsilon_track
100,1497.27411982713,1.76746579901759,9.09982065982116,297.573307096781,0.846079227262684,1.05392077273732,0.053351554953571,19953.1270555882,46.8729444117597,2.15945820748354,0.00815096345201614,0.03608326918323,0.040541792516458,0.0913560928163603,0.000720705796257836,0.317923484847123,0.00137697823803125,0.000401659226591939,0.335174835773529,0.0127448468624946,0.000224166197283912,0.000587421700376956,18872.4057584326,78064.3123157201,276.104768731287,276.104768731287,2.1275318897105e-06,1.00642891378978e-06,158977.944500331,3.69498864904329e-09
110,1497.08043272446,1.62864663542938,10.0058127199635,297.420547605263,0.779983669668004,1.12001633033199,0.0681361003766008,19949.903487139,50.0965128609722,2.15544534833354,0.00816059902406452,0.0436491477553056,0.0445546516664607,0.0913554933386422,0.000792460367421113,0.293433829198108,0.00158052976772813,0.000400912834790038,0.30987917430476,0.0140137433052711,0.000286286136036138,0.000588494303378153,20447.4759111312,76852.009068074,299.465519733996,299.465519733996,1.96514878875168e-06,9.21671907379981e-07,173597.566247656,3.38999166922997e-09
120,1496.8838443923,1.50143924908686,10.9110814797712,297.279562535823,0.719052004580526,1.18094799541947,0.0849720778340136,19946.9229152263,53.077084773711,2.15143994616441,0.00816941635352727,0.0519322855802982,0.0485600538355864,0.0913548847307854,0.00086415765319788,0.270803307058546,0.00178706698268196,0.000400167829986581,0.286550900798227,0.0152816267223687,0.000357025537117704,0.000589486957493446,22156.2335905141,75774.5411351771,324.887449082452,324.887449082452,1.81443438076256e-06,8.42725768993471e-07,189860.101455186,3.10484905978304e-09
130,1496.68459908687,1.38486664620346,11.815627424411,297.149455608426,0.662895074030729,1.23710492596927,0.10388376492636,19944.1663887568,55.8336112431621,2.14744198711907,0.00817747190180067,0.0609321099959993,0.0525580128809285,0.0913542677424808,0.000935797692013354,0.249900131262819,0.00199550779404889,0.000399424209604147,0.2650470477819,0.0165484977932928,0.000436486407253613,0.000590405173220632,24009.5173218581,74813.7734823642,352.554941400721,352.554941400721,1.67464727873312e-06,7.69262130534122e-07,207991.52024929,2.83860213393794e-09
140,1496.48291962116,1.27803760193529,12.7194510458255,297.029394404273,0.611151271186784,1.28884872881321,0.124885570200095,19941.6163393659,58.3836606340729,2.14345145736617,0.0081848188836224,0.0706480487271797,0.0565485426338301,0.0913536430576639,0.00100738052282938,0.230600595767275,0.00220495463329948,0.000398681971070107,0.245233961429068,0.0178143572070385,0.000524729286555021,0.000591254146932709,26018.9343470528,73954.5711321895,382.66929949303,382.66929949303,1.54507860368213e-06,7.00960355767979e-07,228258.272644681,2.59028573239528e-09
150,1496.27900941024,1.18013847970524,13.6225528421021,296.918606400723,0.56348485297141,1.33651514702859,0.147983714807535,19939.256490572,60.7435094280325,2.13946834310007,0.00819150735344439,0.0810795298907015,0.060531656899932,0.091353011300791,0.00107890618509449,0.212788769732004,0.00241466287276774,0.000397941111816613,0.226986841876634,0.0190792056612074,0.000621780314317373,0.00059203876872561,28196.8923062828,73184.2061562034,415.450367465994,415.450367465994,1.42505294275392e-06,6.37509277267329e-07,250976.739798732,2.35893879727814e-09
160,1496.07305429701,1.09042592876603,14.5249333169022,296.816375164467,0.519584315290002,1.38041568471,0.173177629632119,19937.0717715432,62.9282284567902,2.13549263054078,0.00819758430707554,0.0922259820001552,0.0645073694592201,0.0913523730424401,0.00115037471869865,0.196356171730393,0.00262401525098616,0.000397201629280585,0.2101892827204,0.0203430438612076,0.00072763709929462,0.000592763631844796,30556.6271062632,72491.8971029341,451.138322043559,451.138322043559,1.31392879496405e-06,5.78608525110515e-07,276525.479761017,2.14361306725544e-09
170,1495.86522418187,1.00822036580812,15.4265929789439,296.722036711097,0.47916083558616,1.42083916441384,0.200461121177385,19935.0482354392,64.9517645607607,2.13152430593393,0.00820309379482918,0.104086833970066,0.0684756940660737,0.0913517288043094,0.00122178616393235,0.181201430889362,0.0028325010126804,0.00039646352090371,0.19473281714171,0.0216058725195292,0.000842273618392373,0.00059343304331423,33112.2255528417,71868.4503644265,489.995651487205,489.995651487205,1.21109859141215e-06,5.23969508032731e-07,305361.280660639,1.94338012347327e-09
180,1495.65567448112,0.932900141845649,16.3275323415317,296.634976036186,0.441946785848638,1.45805321415136,0.229823348211194,19933.1729822463,66.8270177537506,2.12756335555069,0.00820807704295648,0.11666151511971,0.0724366444493124,0.0913510790636887,0.00129314056144931,0.16722994072919,0.00303969878210763,0.000395726784132428,0.180516473523036,0.0228676923550864,0.000965644320215102,0.000594051035442628,35878.6410603475,71305.9784953116,532.309344109308,532.309344109308,1.11598836657025e-06,4.73316097429436e-07,338040.478379997,1.75733698606013e-09
190,1495.44454743553,0.863896307997689,17.2277519221299,296.554623820212,0.407694317815325,1.49230568218467,0.261249642631953,19931.4340859996,68.5659140003932,2.12360976568776,0.00821257258062451,0.129949455176574,0.0763902343122442,0.0913504242574709,0.00136443795223269,0.154353510520489,0.00324526241643049,0.000394991416417922,0.167446342468037,0.0241285040926189,0.00109768757408384,0.000594621377929883,38871.7004580094,70797.6768693293,578.393311394975,578.393311394975,1.02805714764538e-06,4.26385059016576e-07,375247.670190479,1.58461044575719e-09
200,1495.23197328757,0.80068790710738,18.1272522419734,296.480453307605,0.376174021081783,1.52382597891822,0.294722201238951,19929.8205262732,70.1794737268474,2.11966352266729,0.00821661637011731,0.143950084279494,0.0803364773327126,0.0913497647857596,0.0014356783775643,0.142490018166271,0.00344890925565295,0.000394257415216115,0.155435156882128,0.0253883084621477,0.00123832857663425,0.000595147590338265,42108.0995906704,70337.6450134574,628.591074141852,628.591074141852,9.46796120436096e-07,3.82926272480274e-07,417835.002450093,1.42436030214905e-09
210,1495.01807134262,0.742797728901178,19.0260338257138,296.411977358261,0.347173653854176,1.55282634614582,0.330220670070249,19928.322123796,71.6778762040175,2.11572461283686,0.00822024193832576,0.158662832981501,0.0842753871631438,0.0913491010151213,0.00150686187899653,0.131563067855191,0.0036504103136099,0.000393524777987655,0.144401886461079,0.0266471061984787,0.00138748180701785,0.000595632954732377,45605.385072262,69920.742485854,683.278744103869,683.278744103869,8.71727621958385e-07,3.42702774938487e-07,466876.873199287,1.27578166519748e-09
220,1494.80295092769,0.689788475368102,19.9240972010962,296.348745668499,0.320496945420632,1.57950305457937,0.367722638811489,19926.9294800483,73.0705199517173,2.11179302256941,0.00822348050792518,0.174087132252393,0.0882069774305942,0.0913484332815227,0.00157798849832682,0.121501655109458,0.00384958205147116,0.000392793502197909,0.134271347651773,0.027904898040751,0.00154505310424995,0.000596080528324856,49381.919191255,69542.4716943328,742.868338213838,742.868338213838,8.02404003053999e-07,3.05490659917145e-07,523747.600150509,1.13810646226076e-09
230,1494.58671225901,0.641259290675711,20.8214428986644,296.290342157178,0.295962468791053,1.60403753120895,0.407204059653495,19925.6339206761,74.3660793238963,2.1078687382632,0.00822636112693622,0.190222413481072,0.0921312617367974,0.0913477618929883,0.00164905827757422,0.112239841272326,0.00404627944958761,0.000392063585316956,0.124973829915671,0.029161684732023,0.00171094142711552,0.000596493155995442,53456.8246079513,69198.8819370493,807.811467961414,807.811467961414,7.38406397597631e-07,2.71078859589005e-07,590234.148994809,1.01060427799932e-09
240,1494.36944722833,0.596842615911944,21.7180714514918,296.236382511903,0.273402581549956,1.62659741845004,0.448639602387462,19924.42744256,75.5725574399524,2.10395174634179,0.00822891079562861,0.207068108477646,0.0960482536582114,0.0913470871320096,0.00172007125895815,0.103716439013494,0.00424039015074226,0.000391335024819573,0.116444738830786,0.0304174670188961,0.00188504034616581,0.00059687348257645,57849.9051386222,68886.4902746681,878.603452782761,878.603452782761,6.79343429263793e-07,2.39268834422448e-07,668703.888603842,8.92582640460842e-10
250,1494.15124011668,0.556201334291532,22.6139833949351,296.186511889463,0.252662432596026,1.64733756740397,0.492002955514952,19923.3026643672,76.6973356328361,2.10004203325393,0.00823115458994478,0.22462364947534,0.0999579667460652,0.0913464092577309,0.00179102748487886,0.0958747100062552,0.00443182949245711,0.000390607818185232,0.108624256370038,0.0316722456511696,0.00206723930888635,0.000597223964820706,62581.5386070711,68602.2158708214,955.787913820278,955.787913820278,6.24849881637031e-07,2.09874191022965e-07,762361.485326665,7.83386852976709e-10
260,1493.93216824302,0.519026176585865,23.509179266409,296.140402764197,0.233599032201582,1.66640096779842,0.537267081505639,19922.2527804133,77.7472195866583,2.09613958547359,0.00823311578081841,0.242888469132207,0.103860414526406,0.0913457285079367,0.00186192699789959,0.0886620755836821,0.00462053628085086,0.000389881962898088,0.101457018443545,0.0329260213815252,0.00225742471220857,0.000597546882987287,67672.537500289,68343.3251621838,1039.96191318042,1039.96191318042,5.74585352996114e-07,1.82720245915051e-07,875655.564049459,6.82399458782559e-10
270,1493.71230255444,0.485033360560056,24.4036596051808,296.09775291771,0.216080382677956,1.68391961732204,0.584404432978433,19921.2715176648,78.7284823351893,2.09224438949985,0.00823481594892583,0.261862000532683,0.107755610500147,0.0913450451008591,0.00193276984073032,0.0820298408969391,0.00480646918595717,0.000389157456446973,0.0948918096791739,0.0341787949652393,0.00245548081083375,0.000597844351996527,73143.9730185671,68107.3858374638,1131.78171405291,1131.78171405291,5.28232913267035e-07,1.57643550433066e-07,1014947.96051257,5.890394140943e-10
280,1493.49170816366,0.45396244090318,25.2974249521814,296.058283563038,0.199984666770483,1.70001533322952,0.633387135540714,19920.3530957057,79.6469042942768,2.08835643185689,0.00823627509454295,0.281543677188973,0.11164356814311,0.0913443592368242,0.00200355605621277,0.0759329328341243,0.00498960366029748,0.000388434296325381,0.0888812751802888,0.0354305671599179,0.00266129048546519,0.000598118332120562,79016.9581087945,67892.2279696772,1231.96924950971,1231.96924950971,4.85497777122761e-07,1.34491389271616e-07,1189667.24090319,5.02761033973226e-10
290,1493.27044483902,0.425574349292639,26.1904758498326,296.021737596421,0.185199490919073,1.71480050908093,0.684187142072657,19919.4921895053,80.5078104946479,2.08447569909392,0.00823751174230459,0.301932933042299,0.115524300906079,0.0913436710997535,0.00207428568730674,0.0703296517831619,0.00516992929974793,0.000387712480031469,0.0833816489638805,0.0366813387252557,0.00287473589106158,0.000598370639186322,85312.3852769434,67695.9110559139,1341.31940206233,1341.31940206233,4.46106004480592e-07,1.13121263396418e-07,1414411.35995186,4.23052766775492e-10
300,1493.04856745162,0.399649606119625,27.0828128418891,295.98787796973,0.171621180440416,1.72837881955958,0.736776362559279,19918.6838948187,81.3161051812991,2.08060217778516,0.00823854304074712,0.32302920246402,0.119397822214841,0.0913429808585331,0.00214495877707762,0.0651814371335845,0.00534744757982304,0.00038699200506804,0.0783524985977793,0.0379311104228139,0.00309569900234991,0.000598602954278647,92050.6154241661,67516.6959003178,1460.70821370636,1460.70821370636,4.09803236992669e-07,9.3400365893322e-08,1713055.3876282,3.49435843465307e-10
310,1492.82612638345,0.375986687789887,27.9744364732935,295.956486176778,0.159154123769295,1.7408458762307,0.791126772916361,19917.9236960624,82.0763039375716,2.07673585452977,0.00823938485660961,0.344831920256629,0.123264145470233,0.0913422886682647,0.00221557536868485,0.0604526463043106,0.00552216991163826,0.000386272868942537,0.0737564855496519,0.0391798830158172,0.00332406207107715,0.000598816832938243,99251.1147583029,67353.0205494015,1591.10216658632,1591.10216658632,3.76353477176762e-07,7.52050579864265e-08,2127516.47673588,2.81462841527305e-10
320,1492.60316790038,0.354400534919941,28.8653472900431,295.927360846769,0.147710162892921,1.75228983710708,0.847210505786004,19917.2074365106,82.7925634893636,2.07287671595181,0.00824005186391525,0.36734052165464,0.127123284048191,0.0913415946714076,0.00228613550537142,0.0561103469616474,0.00569411597106614,0.000385555069167036,0.0695591406345256,0.040427657268968,0.00355970800750422,0.000599013713856524,106932.037990272,67203.4795779091,1733.56869965802,1733.56869965802,3.45537914923529e-07,5.84203508220188e-08,2738771.63948313,2.18716195691866e-10
330,1492.3797344931,0.334721188584307,29.7555458390684,295.900316438457,0.137208027231305,1.76279197276869,0.904999925815849,19916.5312906638,83.4687093362231,2.0690247487002,0.00824055762792356,0.390554442325371,0.130975251299795,0.0913408989988244,0.00235663923045421,0.0521241220314038,0.00586331226195719,0.000384838603258238,0.0657286539642808,0.041674433948275,0.00380252069670525,0.000599194927073791,115109.757697968,67066.8062129774,1889.28815633755,1889.28815633755,3.17153804761763e-07,4.29393976614473e-08,3726181.7518147,1.60806682814647e-10
340,1492.155865189,0.316792542807254,30.6450326681207,295.875182028671,0.12757280825576,1.77242719174424,0.964467691609425,19915.8917386477,84.108261352256,2.06517993944868,0.00824091468406727,0.414473118369645,0.134820060551315,0.091340201770736,0.00242708658731516,0.0484658870318037,0.00602979088052389,0.000384123468737455,0.0622356787153815,0.0429202138208973,0.00405238525886313,0.000599361701692086,123798.34186468,66941.8568216626,2059.56739489959,2059.56739489959,2.91013395908468e-07,2.8662999886786e-08,5582109.36161508,1.07371902423401e-10
350,1491.93159583761,0.300471202964029,31.5338083256702,295.851800189218,0.118735472287413,1.78126452771259,1.0255868061998,19915.2855425096,84.7144574904143,2.06134227489574,0.00824113461203353,0.439095986322392,0.138657725104257,0.0913395030975967,0.00249747761939308,0.0451097192312692,0.00619358845291786,0.000383409663130608,0.0590531480714365,0.0441649976550003,0.00430918826134371,0.000599515173116374,133008.984332535,66827.5974248248,2245.85533689849,2245.85533689849,2.66942916254036e-07,1.5499129591507e-08,10323160.3462219,5.80747710012839e-11
360,1491.70695937186,0.285625440496684,32.4218733608115,295.83002594634,0.11063240897034,1.78936759102966,1.08833065767272,19914.7097242801,85.2902757198857,2.05751174176459,0.00824122810515915,0.464422483153186,0.142488258235408,0.0913388030808955,0.00256781237017627,0.0420316980862327,0.00635474522233964,0.000382697183968214,0.0561561046322513,0.0454087862196239,0.00457281788938116,0.000599656389840988,142749.396127462,66723.0919078857,2449.76078347917,2449.76078347917,2.4478161046784e-07,3.36247058725873e-09,47584059.353941,1.2602043583138e-11
370,1491.48198604749,0.272134235567175,33.309228323177,295.809725817272,0.103205013083348,1.79679498691665,1.1526730513154,19914.1615456834,85.8384543165449,2.05368832680311,0.00824120503533587,0.490452046266701,0.146311673196886,0.0913381018138896,0.00263809088319562,0.039209756419154,0.00651330426536894,0.000381986028785379,0.0535215416404937,0.0466515802845617,0.00484316408115716,0.000599786319799042,153023.169371568,66627.4917023144,2673.07289454285,2673.07289454285,2.24380831897073e-07,-7.82602072963442e-09,20444617.4534314,2.93371260756153e-11
380,1491.25670366233,0.259886399813278,34.1958737628581,295.79077691862,0.0963992974234898,1.80360070257651,1.21858823450718,19913.6384893778,86.3615106222276,2.04987201678382,0.00824107451362692,0.517184113503106,0.15012798321618,0.0913373993822772,0.00270831320201836,0.0366235417719874,0.00666931082022738,0.00038127619512179,0.0511282553319672,0.0478933806202495,0.0051201186323831,0.000599905856294479,163829.129612088,66540.0267096801,2917.78480778738,2917.78480778738,2.05603187285563e-07,-1.8139533875552e-08,8820513.31074408,6.80125787649735e-11
390,1491.03113775732,0.248779772325637,35.0818102303321,295.773066141649,0.0901655346384485,1.80983446536155,1.28605091538582,19913.1382416195,86.8617583804631,2.0460627985038,0.00824084494680215,0.544618123138403,0.153937201496199,0.0913366958648137,0.0027784793702423,0.0342542873811062,0.00682281171206903,0.000380567680521707,0.0489567077730683,0.049134187997664,0.00540357527473032,0.000600015823536657,175160.696693859,66459.9973043164,3186.12097484246,3186.12097484246,1.88321733002095e-07,-2.76458016720287e-08,5787497.2083694,1.03674490359834e-10
400,1490.80531180079,0.238720482455591,35.9670382763953,295.756489389786,0.0844579260012704,1.81554207399873,1.35503627619984,19912.6586762499,87.3413237500854,2.04226065878468,0.00824052409000892,0.572753513884698,0.157739341215321,0.0913359913338774,0.0028485894314905,0.0320846922262315,0.00697385486245683,0.00037986048253395,0.0469888995360607,0.0503740031882286,0.00569342973193209,0.000600116981797762,187005.278595848,66386.7672644177,3480.56891667359,3480.56891667359,1.72419221157471e-07,-3.6407476403481e-08,4394701.74276353,1.36554655338314e-10
410,1490.57924735754,0.229622273761711,36.8515584521017,295.740950873947,0.0792342952219475,1.82076570477805,1.42551998212782,19912.1978399076,87.8021600924121,2.03846558447257,0.00824011909578146,0.601589724890437,0.16153441552743,0.0913352858559879,0.00291864342940645,0.0300988096119221,0.00712248887196889,0.000379154598711898,0.0452082516067542,0.0516128269637279,0.00598957975683959,0.000600210032213594,199343.726367259,66319.7575041676,3803.91625748944,3803.91625748944,1.57787393723996e-07,-4.44824849326163e-08,3596921.35550372,1.66867710714665e-10
420,1490.35296424379,0.221405883817851,37.7353713087069,295.726362461543,0.0744558055158106,1.82554419448419,1.49747818625128,19911.7539383788,88.2460616212086,2.03467756243803,0.00823963655961024,0.631126195740583,0.165322437561971,0.091334579492282,0.00298864140764959,0.0282819437603192,0.00726876266633335,0.000378450026613473,0.0435994959218664,0.0528506600962282,0.00629192515231629,0.000600295621247864,212149.881444283,66258.4405086233,4159.2940930307,4159.2940930307,1.44326322645402e-07,-5.19243630859729e-08,3081405.15339751,1.94812298728711e-10
430,1490.12648066954,0.213998475203851,38.6184773976161,295.712643075302,0.0700866982591388,1.82991330174086,1.5708875312688,19911.3253240013,88.6746759986821,2.03089657957601,0.00823908256226083,0.661362366456756,0.169103420423986,0.0913338722989503,0.0030585834098912,0.0266205539120908,0.00741272519775579,0.000377746763801138,0.0421485739838455,0.0540875033580057,0.00660036777844032,0.000600374344839748,225390.248029783,66202.3353729902,4550.22799816893,4550.22799816893,1.31943793823375e-07,-5.87825698723503e-08,2721895.28881519,2.20572167969431e-10
440,1489.89981336904,0.207333113288816,39.5008772703364,295.699718138256,0.0660940516599363,1.83390594834006,1.64572514847068,19910.9104840442,89.0895159557661,2.02712262280583,0.00823846270905658,0.692297677497333,0.17287737719417,0.0913331643276381,0.00312846947981064,0.0251021654495741,0.00755442519421192,0.000377044807841884,0.0408425430010686,0.0553233575214795,0.00691481154819613,0.000600446752254046,239023.823388442,66151.0033795742,4980.69829665347,4980.69829665347,1.20554732788671e-07,-6.51027821327723e-08,2457652.26551596,2.44317213089537e-10
450,1489.67297772068,0.201348286911719,40.3825714784335,295.687519061513,0.0624475579758601,1.83755244202414,1.72196865441908,19910.5080299905,89.4919700094559,2.02335567907109,0.0082377821663028,0.723931569757509,0.176644320928905,0.0913324556258133,0.00319829966109193,0.0237152875783861,0.00769391095040678,0.000376344156307223,0.0396694890504058,0.0565582233591505,0.00723516241352556,0.000600513349652589,253002.116243414,66104.0440367213,5455.21162316146,5455.21162316146,1.10080669850269e-07,-7.09271704066717e-08,2255835.09228714,2.66204454264315e-10
460,1489.44598785698,0.195987468339901,41.2635605734914,295.675982771636,0.0591193179173247,1.84088068208268,1.79959614572256,19910.1166876554,89.8833123446307,2.01959573533968,0.00823704569504841,0.756263484569329,0.180404264660316,0.0913317462371045,0.00326807399742052,0.0224493371295549,0.00783123015488007,0.000375644806773181,0.0386184467726819,0.0577921016435454,0.00756132834337209,0.000600574603404686,267269.378892402,66061.0915334544,5978.88633264321,5978.88633264321,1.00449242549687e-07,-7.62946567531688e-08,2097132.44425016,2.86378957633944e-10
470,1489.21885676558,0.19119870923881,42.1438451070758,295.665051274691,0.0560836509522725,1.84391634904773,1.87858619224277,19909.7352880763,90.2647119236849,2.01584277860369,0.00823625768235198,0.78929286370169,0.184157221396306,0.091331036201611,0.0033377925324804,0.0212945680615702,0.00796642974847285,0.000374946756820287,0.037679325146407,0.059024993147165,0.0078932192951377,0.000600630943153852,281763.070905746,66021.8115530729,6557.55499731822,6557.55499731822,9.15937332434858e-08,-8.12411554088201e-08,1969445.15615086,3.04974698725677e-10
480,1488.99159638203,0.186934269641323,43.0234256306999,295.654671254184,0.0533169203245501,1.84668307967545,1.95891782902417,19909.3627591175,90.6372408825018,2.01209679587939,0.00823542217022651,0.823019149360309,0.187903204120608,0.0913303255561883,0.00340745530995143,0.0202420062675292,0.00809955580995245,0.000374250004033567,0.0368428389060982,0.0602568986424368,0.00823074718077384,0.000600682764657086,296414.562513459,65985.8984097002,7197.88812854194,7197.88812854194,8.3452639709026e-08,-8.57997971115532e-08,1864806.27444812,3.22115370849905e-10
490,1488.76421767499,0.183150277189084,43.9023026957937,295.644793700358,0.0507973716804655,1.84920262831953,2.04057054720128,19908.9981177329,91.0018822671132,2.00835777420717,0.0082345428824167,0.857441784187668,0.191642225792829,0.0913296143347095,0.00347706237350686,0.0192833893149877,0.00823065346511654,0.000373554546002534,0.0361004452026536,0.0614878189016718,0.00857382582857682,0.000600730432412191,311150.07355195,65953.0724668309,7907.54444756035,7907.54444756035,7.59692767326183e-08,-9.00011379730846e-08,1777755.29958131,3.37915140826003e-10
500,1488.53673072442,0.179806414139037,44.7804768536753,295.635373568461,0.0485049842745056,1.85149501572549,2.1235242840993,19908.6404628385,91.3595371615315,2.00462570065151,0.00823362324916314,0.892560211262943,0.195374299348491,0.0913289025683061,0.00354661376681108,0.0184111107676079,0.00835976681615938,0.000372860380321181,0.0354442851257573,0.0627177546970242,0.00892237094159369,0.000600774282087765,325891.83066081,65923.0778108842,8695.35461348974,8695.35461348974,6.90914067099391e-08,-9.38733537440083e-08,1704424.0310868,3.52479354392046e-10
510,1488.30914479353,0.176865629832132,45.6579486555248,295.626369463772,0.046421333796681,1.85357866620332,2.20775941271961,19908.2889687463,91.7110312536792,2.00090056230092,0.00823266643009051,0.928373874101898,0.199099437699079,0.0913281902855893,0.00361610953351756,0.0176181687584277,0.00848693888848816,0.000372167504587971,0.034867129730693,0.0639467068004548,0.00927630005344376,0.000600814622769732,340559.411550539,65895.6801451148,9571.54745252058,9571.54745252058,6.27708973653485e-08,-9.74424203460547e-08,1641995.33870136,3.65905193887403e-10
520,1488.08146839478,0.174293876547847,46.5347186523601,295.617743351344,0.0445294659355037,1.8554705340645,2.29325673076848,19907.9428791173,92.0571208827243,1.99718234626791,0.00823167533535973,0.964882216656772,0.202817653732086,0.0913274775128526,0.00368554971726692,0.0168981185063658,0.00861221159251848,0.000371475916405832,0.0343623302415722,0.0651746759836976,0.00963553248222052,0.000600851739037427,355071.232631737,65870.6648905622,10548.030639101,10548.030639101,5.69634047904736e-08,-1.00732281464025e-07,1588368.67064448,3.7828229059292e-10
