time_s,V_TX_uM_s,V_nt_deg_uM_s,V_RS_uM_s,V_TL_uM_s,V_TL_deg_uM_s,V_EN_uM_s,D_nt_uM,D_TLcat_uM
0,0.0100945811406628,0,0.700722753424377,0,0.0004092,0,0,0
10,0.0100943031702696,7.99160221176996e-06,0.692341198967124,2.78513405217818e-06,0.000408439595395507,0.58000514762503,3.99634592254997e-05,0.00408819679835047
20,0.0100942506729844,1.59767724821661e-05,0.682812417672105,1.06841324466278e-05,0.000407680603829045,0.666499706825829,0.000159810636138347,0.00816879661803637
30,0.0100942380883104,2.39555993876421e-05,0.671857712630633,2.30737211641722e-05,0.000406923022674808,0.674229949795431,0.000359477769560166,0.0122418135763049
40,0.0100942337166294,3.19281036184167e-05,0.659156976008207,3.93989312855021e-05,0.000406166849311865,0.665982825355499,0.000638901549280764,0.0163072617641696
50,0.0100942317250015,3.9894293742368e-05,0.644307494413969,5.91583699956895e-05,0.000405412081124159,0.653068147757277,0.000998018795077487,0.0203651552464591
60,0.010094231184792,4.78541761514616e-05,0.626794865571243,8.18909307882019e-05,0.000404658715500493,0.637259567920573,0.00143676639842674,0.0244155080618657
70,0.0100942321556224,5.58077569848115e-05,0.605961593091713,0.000107163125813465,0.000403906749834523,0.618401965682751,0.00195508131283415,0.0284583342229941
80,0.0100942349468074,6.37550425404848e-05,0.58097475072662,0.000134556367968991,0.000403156181524748,0.595834369839345,0.00255290055383155,0.0324936477164096
90,0.0100942399831797,7.16960394053585e-05,0.550804277588944,0.000163653700548385,0.0004024070079745,0.568639022131381,0.00323016120130028,0.036521462502687
100,0.0100942477734127,7.96307545324193e-05,0.514242443248055,0.00019402594965672,0.000401659226591939,0.535687435211123,0.00398680040276565,0.0405417925164581
110,0.0100942588633001,8.7559195291416e-05,0.470031181455443,0.000225218532889617,0.000400912834790039,0.495713224990791,0.00482275537734167,0.0445546516664607
120,0.0100942737128604,9.54813694563331e-05,0.417216440116597,0.000256742984536598,0.000400167829986581,0.447540736487008,0.00573796341991631,0.0485600538355864
130,0.0100942924363871,0.000103397285044987,0.355868942276011,0.000288082283751605,0.000399424209604147,0.390616641138383,0.00673236190456302,0.0525580128809285
140,0.0100943143904191,0.000111306949889683,0.288130460997221,0.000318724363138515,0.000398681971070108,0.325925472099337,0.0078058882851057,0.0565485426338301
150,0.0100943377863311,0.000119210370870047,0.218945196293512,0.000348234400117422,0.000397941111816613,0.25697601926783,0.00895848008968846,0.0605316568999318
160,0.0100943597925982,0.000127107552997267,0.155207216465593,0.000376349148923809,0.000397201629280585,0.189834761777195,0.0101900749066071,0.0645073694592199
170,0.0100943774832501,0.000134998498913206,0.102940221156381,0.000403035674180768,0.000396463520903711,0.131209395035293,0.0115006103624881,0.0684756940660734
180,0.0100943891138116,0.000142883209338571,0.0646126758558489,0.000428460681379603,0.000395726784132428,0.0854840359683842,0.0128900240999799,0.0724366444493122
190,0.0100943946321856,0.000150761684287878,0.0389863965604767,0.000452889260664104,0.000394991416417923,0.0532500581131342,0.0143582537642768,0.076390234312244
200,0.0100943951557198,0.000158633924252952,0.0229680485993197,0.000476585518769308,0.000394257415216116,0.0322743024267528,0.0159052370023304,0.0803364773327123
210,0.0100943921345787,0.000166499930790536,0.0133940658265564,0.000499760538319053,0.000393524777987656,0.0193883355842988,0.0175309114711199,0.0842753871631434
220,0.0100943868199593,0.000174359706546548,0.00783115097397267,0.00052256308119532,0.00039279350219791,0.0117751214721418,0.0192352148487747,0.0882069774305938
230,0.0100943801055463,0.000182213255015486,0.00465542007043497,0.000545090528086449,0.000392063585316956,0.0073935827040674,0.0210180848443646,0.0921312617367971
240,0.0100943725667009,0.000190060580265045,0.00286376466257154,0.000567403950657672,0.000391335024819573,0.00491976516814919,0.0228794592049812,0.0960482536582111
250,0.0100943645524625,0.000197901686719504,0.00186263738650679,0.000589540739992122,0.000390607818185232,0.00354722981090733,0.0248192757203258,0.099957966746065
260,0.0100943562674445,0.000205736579014179,0.00130918671156243,0.000611523514439562,0.000389881962898089,0.00280217365031565,0.0268374722254925,0.103860414526406
270,0.0100943478292623,0.000213565261905257,0.00100802318704171,0.000633365909290655,0.000389157456446973,0.00241191550188277,0.0289339866025902,0.107755610500146
280,0.0100943393047706,0.000221387740216343,0.000848632262670331,0.000655076179811043,0.000388434296325382,0.00222135647349755,0.0311087567816604,0.11164356814311
