time_s,time_h,NTP_uM,NXP_uM,nt_uM,A_uM,T_uM,AT_uM,a_uM,CP_uM,C_uM,TLcat_uM,D_nt_uM,D_TLcat_uM,mRNA_molecules_uM,protein_molecules_uM
0,0,1500,0,0,300,1.9,0,0,20000,0,2.2,0,0,0,0
10,0.00277777777777778,1499.18464934585,3.16045858480046,0.100904068330429,299.651692314592,1.74856207989423,0.151437920105769,9.38329299992357e-06,19996.1942861132,3.80571388680195,2.19591180320165,3.99634592254997e-05,0.00408819679835047,0.000141322224552421,3.9425600840015e-08
20,0.00555555555555556,1499.03075727996,3.67508414423932,0.201726925279875,299.30785037314,1.59906696091805,0.300933039081955,7.27394245345369e-05,19989.8319461404,10.1680538596114,2.19183120338196,0.000159810636138347,0.00816879661803637,0.000282530707674895,3.05627834178726e-07
30,0.00833333333333333,1498.99387065799,3.72168820104915,0.302469689237906,298.969117276157,1.45179529456906,0.448204705430938,0.000238027020849973,19983.1035576884,16.8964423115955,2.1877581864237,0.000359477769560166,0.0122418135763049,0.000423627015739364,1.00011353298308e-06
40,0.0111111111111111,1498.98105733677,3.67199912991074,0.403132621444655,298.63628320393,1.30709155228809,0.592908447711915,0.000547326651171664,19976.3965685766,23.6034314233845,2.18369273823583,0.000638901549280764,0.0163072617641696,0.000564611514628368,2.29969181164565e-06
50,0.0138888888888889,1498.97521997898,3.59440623519718,0.503715830080404,298.310317806293,1.16537812118403,0.734621878815967,0.00103744860694719,19969.7986874847,30.2013125152832,2.17963484475354,0.000998018795077487,0.0203651552464591,0.000705484355854907,4.35902776028232e-06
60,0.0166666666666667,1498.97363666027,3.49979719667567,0.604219395851788,297.992418773921,1.02717643217009,0.872823567829913,0.00174040138823382,19963.3446918926,36.6553081073359,2.17558449193813,0.00143676639842674,0.0244155080618657,0.000846245652453484,7.31261087493204e-06
70,0.0194444444444444,1498.97648210263,3.38747311189419,0.704643396272873,297.684075401501,0.893134603500626,1.00686539649937,0.00268373100596755,19957.0636136996,42.9363863003591,2.17154166577701,0.00195508131283415,0.0284583342229941,0.000986895512987217,1.12761806973426e-05
80,0.0222222222222222,1498.98466294593,3.25380740486211,0.804987910864707,297.387148323663,0.764062113198448,1.13593788680155,0.00389073386853935,19950.9889924305,49.0110075694314,2.16750635228359,0.00255290055383155,0.0324936477164096,0.00112743404883012,1.63476212963838e-05
90,0.025,1498.99942455136,3.09381861056375,0.905253022794931,297.103963535765,0.640970679463859,1.25902932053614,0.00538054002115329,19945.1623282683,54.8376717316874,2.16347853749731,0.00323016120130028,0.036521462502687,0.00126786137646349,2.26073110132491e-05
100,0.0277777777777778,1499.02225826538,2.9015413182416,1.00543881985378,296.83740884556,0.525116195036611,1.37488380496339,0.00716806047020216,19939.6353821338,60.3646178661203,2.15945820748354,0.00398680040276565,0.0405417925164581,0.00140817761884283,3.01179011353032e-05
110,0.0305555555555556,1499.05476463431,2.67057331228562,1.10554539509364,296.590997427981,0.418026355587356,1.48197364441265,0.00926379739339358,19934.471994305,65.5280056949752,2.15544534833354,0.00482275537734167,0.0445546516664607,0.00154838290629361,3.89235184596369e-05
120,0.0333333333333333,1499.09829334801,2.3955157978628,1.20557284667087,296.368816988227,0.321478550118599,1.5785214498814,0.0116735409030243,19929.7485085104,70.2514914895048,2.15143994616441,0.00573796341991631,0.0485600538355864,0.00168847737628974,4.90484911891778e-05
130,0.0361111111111111,1499.15318129144,2.07502119653185,1.30552127582055,296.175214724054,0.237362880891594,1.66263711910841,0.0143980399309435,19925.5505196284,74.4494803715547,2.14744198711907,0.00673236190456302,0.0525580128809285,0.00182846117061701,6.04959660964011e-05
140,0.0388888888888889,1499.21754430873,1.71662609537969,1.40539078143539,296.014029889651,0.167348492333946,1.73265150766605,0.0174328543350362,19921.962358209,78.0376417909214,2.14345145736617,0.0078058882851057,0.0565485426338301,0.00196833442778065,7.32472871220008e-05
150,0.0416666666666667,1499.28614028566,1.34129892689694,1.50518145037938,295.887337882016,0.112337529881183,1.78766247011882,0.0207687341988966,19919.0465191274,80.9534808725294,2.13946834310007,0.00895848008968846,0.0605316568999318,0.00210809726943891,8.72635890709941e-05
160,0.0444444444444444,1499.35066731235,0.982247329773353,1.60489334592508,295.794171963535,0.0719093942416227,1.82809060575838,0.0243928644108476,19916.8169008999,83.1830991000709,2.13549263054078,0.0101900749066071,0.0645073694592199,0.0022477497842088,0.000102491026936334
