reaction_id,reactants,products,k1_author,active_at_reference,ATP_free_delta,ATP_carrier_delta,AMP_free_delta,AMP_carrier_delta,PPi_free_delta,PPi_carrier_delta,MetAMP_free_delta,MetAMP_carrier_delta,GlyAMP_free_delta,GlyAMP_carrier_delta,Met_free_delta,Met_carrier_delta,Gly_free_delta,Gly_carrier_delta,tRNAfMetCAU_free_delta,tRNAfMetCAU_carrier_delta,tRNAGlyGCC_free_delta,tRNAGlyGCC_carrier_delta,MettRNAfMetCAU_free_delta,MettRNAfMetCAU_carrier_delta,GlytRNAGlyGCC_free_delta,GlytRNAGlyGCC_carrier_delta,moiety_adenosine_delta,moiety_pyrophosphate_P_delta,moiety_phosphorus_total_delta,moiety_glycyl_delta,moiety_methionyl_delta,moiety_trna_gly_delta,moiety_trna_fmet_delta,moiety_enzyme_metrs_delta,moiety_enzyme_glyrs_delta
re0000000182,GlyRS_AMP_GlytRNAGlyGCC:1,GlytRNAGlyGCC:1|GlyRS_AMP:1,353.0,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000183,GlyRS_AMP:1|GlytRNAGlyGCC:1,GlyRS_AMP_GlytRNAGlyGCC:1,100.0,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000184,GlyRS_GlytRNAGlyGCC:1,GlyRS:1|GlytRNAGlyGCC:1,353.0,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000185,GlyRS:1|GlytRNAGlyGCC:1,GlyRS_GlytRNAGlyGCC:1,100.0,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000186,GlyRS_AMP_GlytRNAGlyGCC:1,GlyRS_degraded:1|AMP:1|GlytRNAGlyGCC:1,0.0,false,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000187,GlyRS_GlytRNAGlyGCC:1,GlyRS_degraded:1|GlytRNAGlyGCC:1,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000188,GlyRS_tRNAGlyGCC:1|Gly:1,GlyRS_Gly_tRNAGlyGCC:1,20.0,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000189,GlyRS_GlyAMP_PPi_tRNAGlyGCC:1,GlyRS_GlyAMP_tRNAGlyGCC:1|PPi:1,1000.0,true,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000190,GlyRS_Gly_tRNAGlyGCC:1,GlyRS_tRNAGlyGCC:1|Gly:1,470.0,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000191,GlyRS_tRNAGlyGCC:1|ATP:1,GlyRS_ATP_tRNAGlyGCC:1,10.0,true,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000192,GlyRS_ATP_tRNAGlyGCC:1,GlyRS_tRNAGlyGCC:1|ATP:1,8900.0,true,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000193,GlyRS_ATP_tRNAGlyGCC:1|Gly:1,GlyRS_Gly_ATP_tRNAGlyGCC:1,0.024,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000194,GlyRS_Gly_ATP_tRNAGlyGCC:1,GlyRS_ATP_tRNAGlyGCC:1|Gly:1,3.2,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000195,GlyRS_Gly_tRNAGlyGCC:1|ATP:1,GlyRS_Gly_ATP_tRNAGlyGCC:1,10.0,true,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000196,GlyRS_Gly_ATP_tRNAGlyGCC:1,GlyRS_Gly_tRNAGlyGCC:1|ATP:1,4500.0,true,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000197,GlyRS_Gly_ATP_tRNAGlyGCC:1,GlyRS_GlyAMP_PPi_tRNAGlyGCC:1,2.0,true,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000198,GlyRS_GlyAMP_PPi_tRNAGlyGCC:1,GlyRS_Gly_ATP_tRNAGlyGCC:1,0.0,false,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000199,GlyRS:1|tRNAGlyGCC:1,GlyRS_tRNAGlyGCC:1,376.0,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000200,GlyRS_Gly:1|tRNAGlyGCC:1,GlyRS_Gly_tRNAGlyGCC:1,376.0,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000201,GlyRS_tRNAGlyGCC:1,GlyRS:1|tRNAGlyGCC:1,100.0,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000202,GlyRS_Gly_tRNAGlyGCC:1,GlyRS_Gly:1|tRNAGlyGCC:1,100.0,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000203,GlyRS_ATP:1|tRNAGlyGCC:1,GlyRS_ATP_tRNAGlyGCC:1,376.0,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000204,GlyRS_ATP_tRNAGlyGCC:1,GlyRS_ATP:1|tRNAGlyGCC:1,100.0,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000205,GlyRS_Gly_ATP:1|tRNAGlyGCC:1,GlyRS_Gly_ATP_tRNAGlyGCC:1,376.0,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000206,GlyRS_Gly_ATP_tRNAGlyGCC:1,GlyRS_Gly_ATP:1|tRNAGlyGCC:1,100.0,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000207,GlyRS_GlyAMP_PPi:1|tRNAGlyGCC:1,GlyRS_GlyAMP_PPi_tRNAGlyGCC:1,353.0,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000208,GlyRS_GlyAMP_PPi_tRNAGlyGCC:1,GlyRS_GlyAMP_PPi:1|tRNAGlyGCC:1,100.0,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000209,GlyRS_GlyAMP:1|tRNAGlyGCC:1,GlyRS_GlyAMP_tRNAGlyGCC:1,353.0,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000210,GlyRS_GlyAMP_tRNAGlyGCC:1,GlyRS_GlyAMP:1|tRNAGlyGCC:1,100.0,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000211,GlyRS_tRNAGlyGCC:1,GlyRS_degraded:1|tRNAGlyGCC:1,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000212,GlyRS_ATP_tRNAGlyGCC:1,GlyRS_degraded:1|tRNAGlyGCC:1|ATP:1,0.0,false,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000213,GlyRS_Gly_tRNAGlyGCC:1,GlyRS_degraded:1|tRNAGlyGCC:1|Gly:1,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000214,GlyRS_Gly_ATP_tRNAGlyGCC:1,GlyRS_degraded:1|tRNAGlyGCC:1|ATP:1|Gly:1,0.0,false,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000215,GlyRS_GlyAMP_PPi_tRNAGlyGCC:1,GlyRS_degraded:1|tRNAGlyGCC:1|GlyAMP:1|PPi:1,0.0,false,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000216,tRNAGlyGCC:1|Gly:1,GlytRNAGlyGCC:1,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000217,GlyRS_GlyAMP_tRNAGlyGCC:1|PPi:1,GlyRS_GlyAMP_PPi_tRNAGlyGCC:1,0.0,false,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000218,MettRNAfMetCAU:1,tRNAfMetCAU:1|Met:1,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000219,MetRS_MetAMP_tRNAfMetCAU:1,MetRS_degraded:1|MetAMP:1|tRNAfMetCAU:1,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000220,MetRS_MetAMP_tRNAfMetCAU:1,MetRS_AMP_MettRNAfMetCAU:1,13.7,true,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000221,MetRS_AMP_MettRNAfMetCAU:1,MetRS_MetAMP_tRNAfMetCAU:1,0.0,false,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000222,MetRS_AMP_MettRNAfMetCAU:1,MetRS_MettRNAfMetCAU:1|AMP:1,1000.0,true,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000223,MetRS_MettRNAfMetCAU:1|AMP:1,MetRS_AMP_MettRNAfMetCAU:1,0.0,false,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000224,MetRS_AMP_MettRNAfMetCAU:1,MettRNAfMetCAU:1|MetRS_AMP:1,1.685,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000225,MetRS_AMP:1|MettRNAfMetCAU:1,MetRS_AMP_MettRNAfMetCAU:1,5.6,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000226,MetRS_MettRNAfMetCAU:1,MetRS:1|MettRNAfMetCAU:1,1.685,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000227,MetRS:1|MettRNAfMetCAU:1,MetRS_MettRNAfMetCAU:1,5.6,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000228,MetRS_AMP_MettRNAfMetCAU:1,MetRS_degraded:1|AMP:1|MettRNAfMetCAU:1,0.0,false,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000229,MetRS_MettRNAfMetCAU:1,MetRS_degraded:1|MettRNAfMetCAU:1,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000230,MetRS_tRNAfMetCAU:1|Met:1,MetRS_Met_tRNAfMetCAU:1,5.0,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000231,MetRS_MetAMP_PPi_tRNAfMetCAU:1,MetRS_MetAMP_tRNAfMetCAU:1|PPi:1,1000.0,true,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000232,MetRS_Met_tRNAfMetCAU:1,MetRS_tRNAfMetCAU:1|Met:1,350.0,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000233,MetRS_tRNAfMetCAU:1|ATP:1,MetRS_ATP_tRNAfMetCAU:1,10.0,true,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000234,MetRS_ATP_tRNAfMetCAU:1,MetRS_tRNAfMetCAU:1|ATP:1,2500.0,true,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000235,MetRS_ATP_tRNAfMetCAU:1|Met:1,MetRS_Met_ATP_tRNAfMetCAU:1,5.0,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000236,MetRS_Met_ATP_tRNAfMetCAU:1,MetRS_ATP_tRNAfMetCAU:1|Met:1,350.0,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000237,MetRS_Met_tRNAfMetCAU:1|ATP:1,MetRS_Met_ATP_tRNAfMetCAU:1,10.0,true,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000238,MetRS_Met_ATP_tRNAfMetCAU:1,MetRS_Met_tRNAfMetCAU:1|ATP:1,2500.0,true,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000239,MetRS_Met_ATP_tRNAfMetCAU:1,MetRS_MetAMP_PPi_tRNAfMetCAU:1,200.0,true,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000240,MetRS_MetAMP_PPi_tRNAfMetCAU:1,MetRS_Met_ATP_tRNAfMetCAU:1,0.0,false,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000241,MetRS:1|tRNAfMetCAU:1,MetRS_tRNAfMetCAU:1,50.0,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000242,MetRS_Met:1|tRNAfMetCAU:1,MetRS_Met_tRNAfMetCAU:1,50.0,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000243,MetRS_tRNAfMetCAU:1,MetRS:1|tRNAfMetCAU:1,150.0,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000244,MetRS_Met_tRNAfMetCAU:1,MetRS_Met:1|tRNAfMetCAU:1,150.0,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000245,MetRS_ATP:1|tRNAfMetCAU:1,MetRS_ATP_tRNAfMetCAU:1,50.0,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000246,MetRS_ATP_tRNAfMetCAU:1,MetRS_ATP:1|tRNAfMetCAU:1,150.0,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000247,MetRS_Met_ATP:1|tRNAfMetCAU:1,MetRS_Met_ATP_tRNAfMetCAU:1,50.0,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000248,MetRS_Met_ATP_tRNAfMetCAU:1,MetRS_Met_ATP:1|tRNAfMetCAU:1,150.0,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000249,MetRS_MetAMP_PPi:1|tRNAfMetCAU:1,MetRS_MetAMP_PPi_tRNAfMetCAU:1,50.0,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000250,MetRS_MetAMP_PPi_tRNAfMetCAU:1,MetRS_MetAMP_PPi:1|tRNAfMetCAU:1,150.0,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000251,MetRS_MetAMP:1|tRNAfMetCAU:1,MetRS_MetAMP_tRNAfMetCAU:1,50.0,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000252,MetRS_MetAMP_tRNAfMetCAU:1,MetRS_MetAMP:1|tRNAfMetCAU:1,150.0,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re0000000253,MetRS_tRNAfMetCAU:1,MetRS_degraded:1|tRNAfMetCAU:1,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
